,REGION,STATE,PRIMARY_COUNTY,SECONDARY_COUNTIES,AUTHORITY,POINT_OF_CONTACT_NAME,POINT_OF_CONTACT_STREET_1,POINT_OF_CONTACT_STREET_2,POINT_OF_CONTACT_CITY,POINT_OF_CONTACT_STATE,POINT_OF_CONTACT_ZIP,POINT_OF_CONTACT_PHONE,POINT_OF_CONTACT_FAX,POINT_OF_CONTACT_EMAIL,FACILITY_NAME,CWNS_NUMBER,OWNER_TYPE,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SECONDARY_WATERSHEDS,PRIMARY_CONGRESSIONAL_DISTRICT,SECONDARY_CONGRESSIONAL_DIST,NPDES_PERMIT_NUMBER,PERMIT_TYPE,FACILITY_STREET_1,FACILITY_STREET_2,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,SYSTEM_NAME,FACILITY_DESCRIPTION,MILITARY_IND,TMDL_IND,SOURCE_WATER_PROTECTION_IND,SMALL_COMMUNITY_EXCEPTION_IND,PRES_FACILITY_TYPE,PRES_FACILITY_OVERALL_TYPE,PRES_TREATMENT_PLANT_TYPE,PROJ_FACILITY_TYPE,PROJ_FACILITY_OVERALL_TYPE,PROJ_TREATMENT_PLANT_TYPE,COORDINATE_TYPE,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,HORIZONTAL_COORDINATE_DATUM,HORIZONTAL_COLLECTION_METHOD,SCALE,GEOGRAPHIC_LOCATION_SOURCE,MEASUREMENT_DATE,TRIBE_IND,SPECIAL_PROGRAM_AREAS,FACILITY_ID,REVIEW_STATUS,SMALL_COMMUNITY_IND,POTW_PRESENT_IND,POTW_PROJECTED_IND,DECENTRALIZED_ONLY_IND,CITIES_TOWNS
746,9,CA,San Bernardino,,Chino Hills,,,,,CA,,,,,Chino Hills Collection System,06008010009,Public,18070203,Santa Ana,,42nd Congressional District,,,,,,,,,Inland Empire Utilities Agency,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.9725 N,117.7039 W,North American Datum of 1927,Interpolation-Map, ,Manual,14-OCT-04,N,,410658,Federal Accepted,N,,,N,
747,9,CA,Plumas,,Grizzly Lake Resort Improvement District,John Szcherby,141 Delleker Road,,Portola,CA,96122,5308325225,5308321319,,Delleker WWTF,06005294001,Public,18020123,Middle Fork Feather,,1st Congressional District,,CA0081744,Individual Permit,73821 INDUSTRIAL WAY,GRIZZLY LAKE RESORT IMPROVEMENT DISTRICT,PORTOLA,CA,96122,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,,39.9033 N,120.5536 W,,,,NPDES Permit,,N,,3478111,Federal Accepted,Y,Y,Y,N,
748,9,CA,Marin,,Angel Island State Park,Nick Franco,P.O. Box 318,,Tiburon,CA,94920,4084351563,4084350850,NFRAN@PARKS.CA.GOV,Angel Island State Park WWTF,06002073001,Public,18050002,San Pablo Bay,,2nd Congressional District,,,,7600 Redwood Blvd,,Novato,CA,94945,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,38.1164 N,122.5669 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,San Francisco Estuary,1175335,Federal Accepted,Y,Y,Y,N,
749,9,CA,Alameda,,"ALBANY, CITY OF",Ann Chaney,1000 San Pablo Ave.,,Albany,CA,94706,5105285760,,,Albany Collection System,06002174001,Public,18050002,San Pablo Bay,,13th Congressional District,11th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.8889 N,122.2983 W,World Geodetic System of 1984,Address Matching-House Number, ,Manual,28-JUN-01,N,San Francisco Estuary,3008943,Federal Accepted,N,,,N,
750,9,CA,Alameda,,UNION SANITARY DISTRICT,Jesse Gill,P.O. 5050,,Fremont,CA,94587,5104777600,5104777501,JESSE_GILL@UNIONSANITARY.COM,Irvington Collection System,06002172001,Public,18050004,San Francisco Bay,,15th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.5927 N,122.0889 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,21-OCT-02,N,San Francisco Estuary,1175370,Federal Accepted,N,,,N,
751,9,CA,Kern,,Kern County Waste Management Department,Daphne H. Washington,"2700 M Street, Suite 500",,Bakersfield,CA,93301,6618628900,6618628901,,Taft Heights-Ford City Coll. Sys.,06005154001,Public,18030012,Tulare-Buena Vista Lakes,,23rd Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.16 N,119.45 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,13-JAN-03,N,,1175672,Federal Accepted,Y,,,N,Taft
752,9,CA,Kings,,"HANFORD, CITY OF",Gary Misenhimer,319 N. Douty Street,,Hanford,CA,93230,5595852550,5595831529,,HANFORD WWTF,06005008001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,22nd Congressional District,,,"10555 Houston Ave,",,"Hanford,",CA,93230,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.2983 N,119.6489 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175528,Federal Accepted,N,Y,Y,N,
753,9,CA,Mono,,BRIDGEPORT PUD,Gram Payne,P.O. Box 473,,Bridgeport,CA,93517-0473,7609327251,,,BRIDGEPORT WWTF,06006027001,Public,16050301,East Walker,,8th Congressional District,,,,233 Ywin Lakes Road,,Bridgeport,CA,93517,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.2639 N,119.0956 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175883,Federal Accepted,Y,Y,Y,N,Unincorporated areas
754,9,CA,Placer,,Newcastle Sanitary District,Edgar Sander,P.O. Box 857,,Newcastle,CA,95658,9166633927,9166639465,SANDERED@SKYQ.COM,Newcastle WWTF,06005029001,Public,18020111,Lower American,,4th Congressional District,1st Congressional District,,,Irish Lane,,Newcastle,CA,95658,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.8661 N,121.1458 W,North American Datum of 1927,Address Matching-Street Centerline, ,Manual,26-OCT-04,N,,1175551,Federal Accepted,Y,Y,Y,N,Unincorporated areas
755,9,CA,Tulare,,"TULARE, CITY OF",,,,,CA,,,,,TULARE WWTF,06005015001,Public,18030012,Tulare-Buena Vista Lakes,,22nd Congressional District,,,,1875 S. West Street,,Tulare,CA,93274,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.1901 N,119.3657 W,North American Datum of 1927,Address Matching-House Number, ,Manual,04-MAY-05,N,,1175537,Federal Accepted,N,Y,Y,N,
756,9,CA,Yuba,,OLIVEHURST PUB UTIL DIST,Gary Plasterer,P.O. Box 670,,Olivehurst,CA,95961-0670,5307430317,,,OLIVEHURST WWTF,06005031001,Public,18020159,Honcut Creek-Lower Feather River,,3rd Congressional District,,CA0077836,Individual Permit,3908 MARY AVENUE,NR MCGOWAN PKWY & ARBOGA RD,OLIVEHURST,CA,95961,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Treatment/Storage Point,39.0671 N,121.5511 W,North American Datum of 1983,Interpolation - Digital Map Source (TIGER),,NPDES Permit,,N,,1175553,Federal Accepted,N,Y,Y,N,Unincorporated areas
757,9,CA,Riverside,,Mission Springs Water District,Brent Gray,66575 Second Street,,Desert Hot Springs,CA,92240,7603296448,7603292482,BGRAY@MSWD.ORG,Alan Horton WWTF,06007021001,Public,15030107,Lower Colorado,,36th Congressional District,,,,66575 2nd St. ,,Desert Hot Springs,CA,92240,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,33.9425 N,116.4919 W,North American Datum of 1927,Address Matching-Digitized, ,Manual,29-OCT-04,N,,1175929,Federal Accepted,N,Y,Y,N,Desert Hot Springs
758,9,CA,Mendocino,,WESTPORT COUNTY WATER DISTRICT,Kenny Rogers,P.O. Box 55,,Westport,CA,95488-0055,7079647705,,,Westport STF,06001004001,Public,18010108,Big-Navarro-Garcia,,2nd Congressional District,,,,36970 Omega Drive,,Westport,CA,95488,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,39.6831 N,123.7619 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,05-SEP-01,N,,1175170,Federal Accepted,Y,Y,Y,N,
759,9,CA,Imperial,,"CALIPATRIA, CITY OF",John Kemp,P.O. Box 167,,Calipatria,CA,92233-0167,7603485351,,,CALIPATRIA WWTF,06007007001,Public,18100201,Whitewater River,,51st Congressional District,,CA0105015,Individual Permit,106 LINDSEY ROAD,,CALIPATRIA,CA,92233,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,33.1476 N,115.5493 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175913,Federal Accepted,Y,Y,Y,N,Unincorporated areas
760,9,CA,Santa Barbara,,"SOLVANG, CITY OF",Mark A. Kaveney,1644 Oak St./ P.O. Box 107,,Solvang,CA,93464-0107,8056886997,,,SOLVANG WWTF,06003041001,Public,18060010,Santa Ynez,,24th Congressional District,,,,1644 Oak Street,,Solvang,CA,93463,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.5872 N,120.1417 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175408,Federal Accepted,Y,Y,Y,N,Solvang
761,9,CA,Tulare,,Tipton Community Services District,Johnny Price,P.O. Box 266,,Tipton,CA,93272,5597524182,,TCSDL@NETZERO.NET,Tipton WWTF,06005351001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,,,,APN 228-180-08,,Tipton,CA,93272,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.0567 N,119.3122 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175785,Federal Accepted,Y,Y,Y,N,
762,9,CA,Humboldt,,"BLUE LAKE, CITY OF",Larry Drescher,P.O.Box 458,,Blue Lake,CA,95525-0458,7076685655,,,BLUE LAKE WWTF,06001007001,Public,18010102,Mad-Redwood,,2nd Congressional District,,,,111 Greenwood Ave.,,Blue Lake,CA,95525-0458,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",Mechanical,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",Mechanical,Single Point,Center/Centroid,40.9714 N,123.8853 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175174,Federal Accepted,Y,Y,Y,N,Blue Lake
763,9,CA,Santa Clara,,"SUNNYVALE, CITY OF",Lorrie Gervin,1444 Borregas Ave.,,Sunnyvale,CA,94088,4087307260,,,SUNNYVALE WWTF,06002008001,Public,18050003,Coyote,,17th Congressional District,18th Congressional District,CA0037621,Individual Permit,1444 BORREGAS AVE,,SUNNYVALE,CA,94088,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,37.4169 N,122.0161 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,San Francisco Estuary,1175269,Federal Accepted,N,Y,Y,N,
764,9,CA,Santa Clara,,"San Jose, City of, Environmental Services Depart.",Carl W. Mosher,"777 N. First St., Suite 300",,San Jose,CA,95112,4082775540,4082952565,CARL.MOSHER@CI.SJ.CA.US,San Jose/Santa Clara WPCP,06002041001,Public,18050003,Coyote,,17th Congressional District,,CA0037842,Individual Permit,700 LOS ESTEROS ROAD,,SAN JOSE,CA,95134-1099,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Release Point,37.4341 N,121.953 W,North American Datum of 1983,Interpolation-Map,24000,NPDES Permit,,N,San Francisco Estuary,1175299,Federal Accepted,N,Y,Y,N,Santa Clara
765,9,CA,Sonoma,,SONOMA COUNTY WATER AGENCY,Kiergan Pegg,P.O. Box 11628,,Santa Rosa,CA,95406,7075211844,7075446123,KPEGG@SCWA.CA.GOV,Sonoma Valley WWTF,06002069001,Public,18050002,San Pablo Bay,,5th Congressional District,2nd Congressional District,CA0037800,Individual Permit,22675 8TH STREET EAST,,SONOMA,CA,95476,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Center/Centroid,38.2519 N,122.4413 W,North American Datum of 1983,Interpolation - Digital Map Source (TIGER),,NPDES Permit,,N,San Francisco Estuary,1175329,Federal Accepted,N,Y,Y,N,
766,9,CA,Alameda,,"LIVERMORE, CITY OF",Darren Greenwood,1052 South Livermore Avenue,,Livermore,CA,94550,9259608100,,WRD_INFO@CI.LIVERMORE.CA.US,Livermore WRP,06002109001,Public,18050004,San Francisco Bay,,15th Congressional District,"10th Congressional District, 19th Congressional District",CA0038008,Individual Permit,101 W. JACK LONDON BLVD.,,LIVERMORE,CA,94551,,,N,N,N,N,"Collection: Pump Stations, Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Pump Stations, Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,37.6894 N,121.8075 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,San Francisco Estuary,1175348,Federal Accepted,N,Y,Y,N,
767,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Pomona WRP,06004009002,Public,18070106,San Gabriel,,35th Congressional District,39th Congressional District,CA0053619,Individual Permit,295 HUMANE WAY,,POMONA,CA,91766,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.0557 N,117.7903 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,Santa Monica Bay,1175478,Federal Accepted,N,Y,Y,N,
768,9,CA,Calaveras,,"ANGELS, CITY OF",Tim Shearer,"P.O. Box 667, 584 S. Main Street",,Angels Camp,CA,95222,2097362181,2097360709,TIMSHEARER@CITYOFANGELS.ORG,ANGELS CAMP WWTF,06005187001,Public,18040011,Upper Calaveras,,4th Congressional District,,,,1872 Centennial Ln,,Angels Camp,CA,95222,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,38.0608 N,120.5381 W,North American Datum of 1983,Address Matching-Street Centerline, ,Manual,30-AUG-01,N,,1175696,Federal Accepted,Y,Y,Y,N,
769,9,CA,San Luis Obispo,,"PISMO BEACH, CITY OF",Dennis Delzeit,760 Mattie Road,,Pismo Beach,CA,93449,8057734656,8057734684,,Pismo Beach WWTF,06003028001,Public,18060006,Central Coastal,,24th Congressional District,,CA0048151,Individual Permit,550 FRADY LN,,PISMO BEACH,CA,93449,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.1417 N,120.6329 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175395,Federal Accepted,Y,Y,Y,N,Pismo Beach
770,9,CA,Shasta,,"SHASTA LAKE, CITY OF",Jim Cain,"1650 Stanton Drive,",P.O. Box 777,Shasta Lake,CA,96019-0777,5302757400,5302757414,,SHASTA LAKE WWTF,06005232001,Public,18020152,Cow Creek,,1st Congressional District,,CA0079511,Individual Permit,3700 TIBBITS ROAD,,SHASTA LAKE,CA,96019-9211,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,,40.6855 N,122.391 W,North American Datum of 1983,Interpolation-Map,,NPDES Permit,,N,,1175720,Federal Accepted,Y,Y,Y,N,
771,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Saugus WRP,06004009007,Public,18070102,Santa Clara,,25th Congressional District,,CA0054313,Individual Permit,26200 SPRINGBROOK AVE,,SAUGUS,CA,91350,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.4127 N,118.5393 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175483,Federal Accepted,N,Y,Y,N,
772,9,CA,Los Angeles,,"City of Los Angeles, Bureau of Sanitation",Rita L. Robinson,"433 S. Spring Street, Suite 400",,Los Angeles,CA,90013-2048,2134737999,2134738420,,D.C. Tillman WRP,06004010004,Public,18070105,Los Angeles,,30th Congressional District,29th Congressional District,CA0056227,Individual Permit,6100 WOODLEY AVENUE,,VAN NUYS,CA,91406,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.1801 N,118.4827 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,Santa Monica Bay,1175494,Federal Accepted,N,Y,Y,N,
773,9,CA,Sacramento,,Sacramento County Regional Sanitation District,Wendell Kido,"10545 Armstrong Avenue, Suite 101",,Mather,CA,95655-4153,9168766115,9168766160,KIDOW@SACCOUNTY.NET,Sacramento Regional WWTF,06005009001,Public,18020163,Cache Slough-Sacramento River,,3rd Congressional District,,CA0077682,Individual Permit,8521 LAGUNA STATION ROAD,,ELK GROVE,CA,95758,,,N,N,N,N,"Recycled Water Distribution, Treatment Plant",Wastewater,,"Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Treatment/Storage Point,38.4485 N,121.4617 W,North American Datum of 1983,Interpolation - Digital Map Source (TIGER),,NPDES Permit,,N,San Francisco Estuary,1175529,Federal Accepted,N,Y,Y,N,
774,9,CA,Santa Barbara,,Summerland Sanitary District,"Arthur W. Custer, Jr.",P.O. Box 417,,Summerland,CA,93067-0417,8059694344,8059695794,SSDWATER@AOL.COM,Summerland WWTP,06003042001,Public,18060013,Santa Barbara Coastal,,24th Congressional District,,CA0048054,Individual Permit,2435 WALLACE AVE,,SUMMERLAND,CA,93067,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.4202 N,119.5982 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175409,Federal Accepted,Y,Y,Y,N,
775,9,CA,Shasta,,"REDDING, CITY OF",Stephen Craig,P.O. Box 496071,,Redding,CA,96049-6071,5302246063,5302246071,SCRAIG@CI.REDDING.CA.US,Stillwater WWTF,06005098002,Public,18010207,Shasta,,1st Congressional District,,CA0079731,Individual Permit,2220 METZ ROAD,,ANDERSON,CA,96007,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Treatment/Storage Point,40.4969 N,122.3565 W,North American Datum of 1983,Interpolation - Digital Map Source (TIGER),,NPDES Permit,,N,,3479031,Federal Accepted,N,Y,Y,N,
776,9,CA,San Bernardino,,"San Bernardino Co., Special Districts Department",Jim Payfer,"Water & Sanitation Division,","12402 Industrial Blvd.,Building D,Ste. 6",Victorville,CA,92393-5004,7609559885,7609559685,JPAYFER@SDD.CO.SAN-BERNARDINO.CA.US,High Country Collection System,06006001004,Public,18090208,Mojave,,8th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.3865 N,117.3168 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,10-JAN-03,N,,3483670,Federal Accepted,Y,,,N,
777,9,CA,Sonoma,,"CLOVERDALE, CITY OF",John Wanger,P.O. Box 217,,Cloverdale,CA,95425-0217,7078941722,,,CLOVERDALE WWTF,06001035001,Public,18010110,Russian,,2nd Congressional District,,CA0022977,Individual Permit,700 ASTI ROAD,,CLOVERDALE,CA,95425,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,38.7958 N,123.0094 W,North American Datum of 1983,Interpolation-Photo,24000,NPDES Permit,,N,San Francisco Estuary,1175201,Federal Accepted,Y,Y,Y,N,Cloverdale
778,9,CA,Sonoma,,FORESTVILLE COUNTY SD,Kiergan Pegg,Forestville County Sanitation District,2150 W. College Ave.,Santa Rosa,CA,95401,7075211844,,,FORESTVILLE WWTF,06001009001,Public,18010110,Russian,,2nd Congressional District,,CA0023043,Individual Permit,6194 FORESTVILLE STREET,PACKING HOUSE  RD,FORESTVILLE,CA,95436,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,38.4713 N,122.8894 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,San Francisco Estuary,1175176,Federal Accepted,Y,Y,Y,N,
779,9,CA,Del Norte,,City of Crescent City,Jim Barnts,377 J Street,,Crescent City,CA,95531,7074649506,7074654562,,Crescent City WWTF,06001041001,Public,18010101,Smith,,2nd Congressional District,,CA0022756,Individual Permit,210 BATTERY STREET,277 BATTERY,CRESCENT CITY,CA,95531,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,41.7482 N,124.2011 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175206,Federal Accepted,N,Y,Y,N,
780,9,CA,Marin,,ALMONTE SANITARY DISTRICT,,P.O. Box 698,,Mill Valley,CA,94942,4153888775,,,Almonte Collection System,06002151001,Public,18050002,San Pablo Bay,,2nd Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.8853 N,122.5595 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,18-OCT-02,N,San Francisco Estuary,1175363,Federal Accepted,Y,,,N,
781,9,CA,Santa Cruz,,"SANTA CRUZ, CITY OF",Jim Sandoval,809 Center Street,Room 201,Santa Cruz,CA,95060,8314205427,,,SANTA CRUZ WWTF,06003010001,Public,18060001,San Lorenzo-Soquel,,20th Congressional District,,CA0048194,Individual Permit,110 CALIFORNIA ST,,SANTA CRUZ,CA,95060,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,,36.9632 N,122.034 W,North American Datum of 1983,,,NPDES Permit,,N,,1175379,Federal Accepted,N,Y,Y,N,Unincorporated areas
782,9,CA,Yuba,,LINDA COUNTY WATER DIST,Dave Gothrow,1280 Scales Street,1280 Scales Street,Marysville,CA,95901,9167432043,,,LINDA WWTF,06005257001,Public,18020159,Honcut Creek-Lower Feather River,,3rd Congressional District,1st Congressional District,CA0079651,Individual Permit,909 MYRNA AVENUE,LINDA CO WD WWTP,MARYSVILLE,CA,95901,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,39.0954 N,121.5852 W,North American Datum of 1983,Interpolation-Map,,NPDES Permit,,N,,1175740,Federal Accepted,N,Y,Y,N,
783,9,CA,San Diego,,"SOLANA BEACH, CITY OF",Chandra Collure,635 South Highway 101,,Solana Beach,CA,92075,8587202470,8587551782,CCOLLURE@COSB.ORG,Solana Beach Collection System,06009018001,Public,18070304,San Diego,,49th Congressional District,52nd Congressional District,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,32.9842 N,117.2702 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,08-JUL-03,N,,1176049,Federal Accepted,N,,,N,Unincorporated areas
784,9,CA,Fresno,,"REEDLEY, CITY OF",Richard Goldstone,1733 Ninth Street,,Reedley,CA,93654,5596374200,5596372139,,REEDLEY WWTP,06005244001,Public,18030012,Tulare-Buena Vista Lakes,,22nd Congressional District,21st Congressional District,,,1295 W. Olson Avenue,,Reedley,CA,93662,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,36.5797 N,119.4654 W,North American Datum of 1927,Interpolation-Map,UNKNOWN,Manual,01-NOV-06,N,,1175730,Federal Accepted,N,Y,Y,N,
