CWNS Number,Facility/Project Name,Discharge Method,Present Discharge,Present Flow %,Present Discharge To Facility,Present Discharge To Facility Name,Present Effluent Treatment Level,Present Disinfection,Present BOD Removal,Present Nitrogen Removal,Present Phosphorous Removal,Present Ammonia Removal,Projected Discharge,Projected Flow %,Projected Discharge To Facility,Projected Discharge To Facility Name,Projected Effluent Treatment Level,Projected Disinfection,Projected BOD Removal,Projected Nitrogen Removal,Projected Phosphorous Removal,Projected Ammonia Removal,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
40000177001,OWASSO PWA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,,Y,,,,Advanced Treatment,Y,Y,,,,OK0020303,Individual Permit,OWASSO PUBLIC WORKS AUTHORITY,Tulsa,Bird,11070107,1st Congressional District,OK,6,MAP
40000178001,SAND SPRINGS (MAIN) WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0030864,Individual Permit,"SAND SPRINGS, CITY OF",Tulsa,Polecat-Snake,11110101,3rd Congressional District,OK,6,MAP
40000178007,SAND SPRINGS SAND CREEK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SAND SPRINGS, CITY OF",Tulsa,Polecat-Snake,11110101,1st Congressional District,OK,6,MAP
40000179001,SPERRY USA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0033464,Individual Permit,SPERRY UTILITY SERVICE AUTHORITY,Tulsa,Bird,11070107,1st Congressional District,OK,6,MAP
40000180001,SKIATOOK (BIRD CREEK) WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,N,,,,,,,,,,OK0028118,Individual Permit,"SKIATOOK, TOWN OF",Tulsa,Bird,11070107,1st Congressional District,OK,6,MAP
40000180001,SKIATOOK (BIRD CREEK) WWT,Discharge To Another Facility,N,,,,Secondary,N,,,,,Y,100,40000180002,SKIATOOK (HOMINY CREEK) WWT,,,,,,,OK0028118,Individual Permit,"SKIATOOK, TOWN OF",Tulsa,Bird,11070107,1st Congressional District,OK,6,MAP
40000180002,SKIATOOK (HOMINY CREEK) WWT,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,OK0040461,Individual Permit,"SKIATOOK, TOWN OF",Osage,Bird,11070107,1st Congressional District,OK,6,MAP
40000185001,AVANT PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580038,General Permit Covered Facility,AVANT PUBLIC WORKS AUTHORITY,Osage,Bird,11070107,3rd Congressional District,OK,6,MAP
40000186001,BARNSDALL STP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0027308,Individual Permit,"BARNSDALL, CITY OF",Osage,Bird,11070107,3rd Congressional District,OK,6,MAP
40000187001,BURBANK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BURBANK, TOWN OF",Osage,Black Bear-Red Rock,11060006,3rd Congressional District,OK,6,MAP
40000188001,FAIRFAX PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0029017,Individual Permit,FAIRFAX PUBLIC WORKS AUTHORITY,Osage,Black Bear-Red Rock,11060006,3rd Congressional District,OK,6,MAP
40000189001,HOMINY WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0027618,Individual Permit,"HOMINY, CITY OF",Osage,Bird,11070107,3rd Congressional District,OK,6,MAP
40000191001,PAWHUSKA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028274,Individual Permit,"PAWHUSKA, CITY OF",Osage,Bird,11070107,3rd Congressional District,OK,6,MAP
40000193001,SHIDLER WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0022993,Individual Permit,"SHIDLER, CITY OF",Osage,Black Bear-Red Rock,11060006,3rd Congressional District,OK,6,MAP
40000195001,WYNONA MA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0031585,Individual Permit,WYNONA MUNICIPAL AUTHORITY,Osage,Bird,11070107,3rd Congressional District,OK,6,MAP
40000196001,KELLYVILLE PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580012,General Permit Covered Facility,KELLYVILLE PUBLIC WORKS AUTHORITY,Creek,Polecat-Snake,11110101,3rd Congressional District,OK,6,MAP
40000197001,BRISTOW WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0032549,Individual Permit,"BRISTOW, CITY OF",Creek,Deep Fork,11100303,3rd Congressional District,OK,6,MAP
40000198001,DEPEW WWT,Evaporation,N,,,,Secondary,N,,,,,Y,40,,,Secondary,Y,,,,,OK0021890,Individual Permit,"DEPEW, TOWN OF",Creek,Deep Fork,11100303,3rd Congressional District,OK,6,MAP
40000198001,DEPEW WWT,Spray Irrigation,N,,,,Secondary,N,,,,,Y,60,,,Secondary,Y,,,,,OK0021890,Individual Permit,"DEPEW, TOWN OF",Creek,Deep Fork,11100303,3rd Congressional District,OK,6,MAP
40000198001,DEPEW WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,N,,,,Secondary,Y,,,,,OK0021890,Individual Permit,"DEPEW, TOWN OF",Creek,Deep Fork,11100303,3rd Congressional District,OK,6,MAP
40000199001,DRUMRIGHT UT WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0022501,Individual Permit,DRUMRIGHT UTILITY TRUST,Creek,Lower Cimarron,11050003,3rd Congressional District,OK,6,MAP
40000200001,KIEFER PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028771,Individual Permit,KIEFER PUBLIC WORKS AUTHORITY,Creek,Polecat-Snake,11110101,1st Congressional District,OK,6,MAP
40000201001,MANNFORD PWA MAIN WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0022802,Individual Permit,MANNFORD PUBLIC WORKS AUTHORITY,Creek,Lower Cimarron,11050003,3rd Congressional District,OK,6,MAP
40000201002,MANNFORD PWA EAST WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MANNFORD PUBLIC WORKS AUTHORITY,Creek,Lower Cimarron,11050003,3rd Congressional District,OK,6,MAP
40000201002,MANNFORD PWA EAST WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MANNFORD PUBLIC WORKS AUTHORITY,Creek,Lower Cimarron,11050003,3rd Congressional District,OK,6,MAP
40000203001,MOUNDS PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0022888,Individual Permit,MOUNDS PUBLIC WORKS AUTHORITY,Creek,Polecat-Snake,11110101,1st Congressional District,OK,6,MAP
40000204001,OILTON PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0035599,Individual Permit,OILTON PUBLIC WORKS AUTHORITY,Creek,Lower Cimarron,11050003,3rd Congressional District,OK,6,MAP
40000206001,SAPULPA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0043974,Individual Permit,"SAPULPA, CITY OF",Creek,Polecat-Snake,11110101,3rd Congressional District,OK,6,MAP
40000211001,LAWTON WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0035246,Individual Permit,"LAWTON, CITY OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000212001,ELGIN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ELGIN, TOWN OF",Comanche,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000213001,FLETCHER WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FLETCHER, TOWN OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000213001,FLETCHER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FLETCHER, TOWN OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000214001,STERLING WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"STERLING, CITY OF",Comanche,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000214001,STERLING WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"STERLING, CITY OF",Comanche,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000215001,CACHE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CACHE, TOWN OF",Comanche,West Cache,11130203,4th Congressional District,OK,6,MAP
40000216001,CHATTANOOGA WWTP,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CHATTANOOGA, TOWN OF",Comanche,West Cache,11130203,4th Congressional District,OK,6,MAP
40000216001,CHATTANOOGA WWTP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CHATTANOOGA, TOWN OF",Comanche,West Cache,11130203,4th Congressional District,OK,6,MAP
40000218002,GERONIMO NORTH WWT,Discharge To Another Facility,Y,100,40000211001,LAWTON WWT,Secondary,N,,,,,Y,100,40000211001,LAWTON WWT,Secondary,N,,,,,,,"GERONIMO, TOWN OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000219001,INDIAHOMA EAST WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"INDIAHOMA, TOWN OF",Comanche,West Cache,11130203,4th Congressional District,OK,6,MAP
40000219002,INDIAHOMA WEST WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"INDIAHOMA, TOWN OF",Comanche,West Cache,11130203,4th Congressional District,OK,6,MAP
40000220001,MEDICINE PARK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MEDICINE PARK, TOWN OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000302001,WESTVILLE UA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,Y,Y,Y,,,,Advanced Treatment,Y,Y,,Y,Y,OK0028126,Individual Permit,Westville Utilities Authority,Adair,Illinois,11110103,2nd Congressional District,OK,6,MAP
40000303001,ALINE WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580045,General Permit Covered Facility,"ALINE, CITY OF",Alfalfa,Lower Cimarron-Eagle Chief,11050001,3rd Congressional District,OK,6,MAP
40000305001,BURLINGTON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BURLINGTON, TOWN OF",Alfalfa,Medicine Lodge,11060003,3rd Congressional District,OK,6,MAP
40000307001,CARMEN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CARMEN, TOWN OF",Alfalfa,Lower Cimarron-Eagle Chief,11050001,3rd Congressional District,OK,6,MAP
40000308001,GOLTRY WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GOLTRY, TOWN OF",Alfalfa,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000309001,HELENA WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HELENA, TOWN OF",Alfalfa,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000309001,HELENA WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HELENA, TOWN OF",Alfalfa,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000310001,JET WWT,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"JET, TOWN OF",Alfalfa,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000311001,ATOKA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0028576,Individual Permit,CITY OF ATOKA,Atoka,Muddy Boggy,11140103,2nd Congressional District,OK,6,MAP
40000312001,ATOKA CO. #3 (CANEY) WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ATOKA CO. RWD #3 (CANEY),Atoka,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000312001,ATOKA CO. #3 (CANEY) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ATOKA CO. RWD #3 (CANEY),Atoka,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000313001,STRINGTOWN PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0030449,Individual Permit,STRINGTOWN PWA,Atoka,Muddy Boggy,11140103,2nd Congressional District,OK,6,MAP
40000314001,ATOKA CO. #2 (TUSHKA) WWT,Discharge To Another Facility,Y,100,40000311001,ATOKA WWT,Secondary,N,,,,,Y,100,40000311001,ATOKA WWT,Secondary,N,,,,,,,ATOKA COUNTY RWD #2 (TUSHKA),Atoka,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000315001,WARDVILLE RSD WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,WARDVILLE RURAL SEWER DISTRICT,Atoka,Muddy Boggy,11140103,2nd Congressional District,OK,6,MAP
40000317001,BALKO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BALKO, TOWN OF, S-20593",Beaver,Lower Beaver,11100201,3rd Congressional District,OK,6,MAP
40000318001,BEAVER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BEAVER CITY, CITY OF",Beaver,Middle Beaver,11100102,3rd Congressional District,OK,6,MAP
40000318001,BEAVER WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BEAVER CITY, CITY OF",Beaver,Middle Beaver,11100102,3rd Congressional District,OK,6,MAP
40000319001,FORGAN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FORGAN, TOWN OF",Beaver,Middle Beaver,11100102,3rd Congressional District,OK,6,MAP
40000320001,BEAVER CO. #2 (GATE) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BEAVER CO RURAL WD 2, GATE",Beaver,Upper Cimarron-Bluff,11040008,3rd Congressional District,OK,6,MAP
40000322001,BEAVER CO. #1 (TURPIN) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BEAVER CO. RWD #1 (TURPIN),Beaver,Middle Beaver,11100102,3rd Congressional District,OK,6,MAP
40000323001,CARTER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CARTER, CITY OF",Beckham,Middle North Fork Red,11120302,3rd Congressional District,OK,6,MAP
40000324001,ELK CITY (MAIN) WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0029084,Individual Permit,"ELK CITY, CITY OF",Beckham,Lower North Fork Red,11120303,3rd Congressional District,OK,6,MAP
40000325001,ERICK WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ERICK, CITY OF",Beckham,Middle North Fork Red,11120302,3rd Congressional District,OK,6,MAP
40000328001,SAYRE WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SAYRE, CITY OF",Beckham,Middle North Fork Red,11120302,3rd Congressional District,OK,6,MAP
40000328001,SAYRE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SAYRE, CITY OF",Beckham,Middle North Fork Red,11120302,3rd Congressional District,OK,6,MAP
40000330001,CANTON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CANTON, TOWN OF",Blaine,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000330001,CANTON WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CANTON, TOWN OF",Blaine,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000331001,GREENFIELD WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GREENFIELD, TOWN OF",Blaine,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000332001,HITCHCOCK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HITCHCOCK DEVELOPMENT, INC.",Blaine,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000333001,LONGDALE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LONGDALE, TOWN OF",Blaine,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000334001,WATONGA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0021911,Individual Permit,"WATONGA, CITY OF",Blaine,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000336001,ACHILLE PUA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0027979,Individual Permit,ACHILLE PUA,Bryan,Bois D'arc-Island,11140101,2nd Congressional District,OK,6,MAP
40000338001,BENNINGTON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BENNINGTON, TOWN OF",Bryan,Blue,11140102,2nd Congressional District,OK,6,MAP
40000339001,KENEFIC WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,KENEFIC UTILITIES AUTHORITY,Bryan,Blue,11140102,2nd Congressional District,OK,6,MAP
40000340001,BOKCHITO WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0027014,Individual Permit,"BOKCHITO, CITY OF",Bryan,Blue,11140102,2nd Congressional District,OK,6,MAP
40000341001,CADDO WWT,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,CADDO PWA,Bryan,Blue,11140102,2nd Congressional District,OK,6,MAP
40000343001,COLBERT PUA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580017,General Permit Covered Facility,COLBERT PUBLIC UTILITIES AUTHORITY,Bryan,Bois D'arc-Island,11140101,2nd Congressional District,OK,6,MAP
40000353001,ANADARKO PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0028151,Individual Permit,ANADARKO PWA,Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000354001,APACHE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"APACHE, TOWN OF",Caddo,Cache,11130202,3rd Congressional District,OK,6,MAP
40000354001,APACHE WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"APACHE, TOWN OF",Caddo,Cache,11130202,3rd Congressional District,OK,6,MAP
40000356001,CARNEGIE PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028401,Individual Permit,CARNEGIE PWA,Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000357001,CYRIL WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0041467,Individual Permit,"CYRIL, TOWN OF",Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000358001,EAKLEY WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"EAKLY, CITY OF",Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000359001,FORT COBB WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FORT COBB, TOWN OF",Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000360001,GRACEMONT WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GRACEMONT, TOWN OF",Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000361001,HINTON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HINTON, TOWN OF",Caddo,Lower Canadian-Walnut,11090202,3rd Congressional District,OK,6,MAP
40000362001,CADDO CO #1 (LOOKEBA),Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CADDO CO. RWD NO. 1 (LOOKEBA),Caddo,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000363001,CARTER #1 (FOX) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CARTER CO. RWS & SOLID #1 (FOX),Carter,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000366001,HEALDTON WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0027413,Individual Permit,"HEALDTON, CITY OF",Carter,Farmers-Mud,11130201,4th Congressional District,OK,6,MAP
40000367001,RATLIFF CITY WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,RATLIFF CITY PWA,Carter,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000368001,SPRINGER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,SPRINGER PWA,Carter,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000369001,TATUMS WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"TATUMS, TOWN OF",Carter,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000370001,WILSON PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580013,General Permit Covered Facility,WILSON PWA,Carter,Farmers-Mud,11130201,4th Congressional District,OK,6,MAP
40000371001,HULBERT PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0032328,Individual Permit,HULBERT PUBLIC WORKS AUTHORITY,Cherokee,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000373001,TAHLEQUAH STP,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,Y,Y,Y,,,,Advanced Treatment,Y,Y,,Y,Y,OK0026964,Individual Permit,TAHLEQUAH PUBLIC WORKS AUTHORITY,Cherokee,Illinois,11110103,2nd Congressional District,OK,6,MAP
40000375001,BOSWELL WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0032255,Individual Permit,"BOSWELL, TOWN OF",Choctaw,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000376001,FORT TOWSON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FT. TOWSON, TOWN OF",Choctaw,Kiamichi,11140105,2nd Congressional District,OK,6,MAP
40000378001,CHOCTAW CO. #1 (GRANT) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CHOCTAW CO RWSD 1 (GRANT),Choctaw,Bois D'arc-Island,11140101,2nd Congressional District,OK,6,MAP
40000379002,HUGO MUNICIPAL AUTHORITY WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0028487,Individual Permit,HUGO MUNICIPAL AUTHORITY,Choctaw,Bois D'arc-Island,11140101,2nd Congressional District,OK,6,MAP
40000384001,KEYES WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"KEYES, TOWN OF",Cimarron,Upper Beaver,11100101,3rd Congressional District,OK,6,MAP
40000391002,LEXINGTON PRISON WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"OKLA. DEPT. OF CORRECTIONS, S-20618",Cleveland,Lower Canadian-Walnut,11090202,4th Congressional District,OK,6,MAP
40000394001,COALGATE PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580028,General Permit Covered Facility,COALGATE PUBLIC WORKS AUTHORITY,Coal,Muddy Boggy,11140103,2nd Congressional District,OK,6,MAP
40000397001,TUPELO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"TUPELO, TOWN OF",Coal,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000397001,TUPELO WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"TUPELO, TOWN OF",Coal,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000401001,LAKELAND WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LAWTON, CITY OF",Comanche,Cache,11130202,4th Congressional District,OK,6,MAP
40000402001,DEVOL WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0022578,Individual Permit,"DEVOL, TOWN OF",Cotton,Blue-China,11130102,4th Congressional District,OK,6,MAP
40000403001,COTTON #1 (RANDLETT) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,COTTON CO. RWD 1 (RANDLETT),Cotton,Blue-China,11130102,4th Congressional District,OK,6,MAP
40000404001,BIG CABIN WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0031577,Individual Permit,BIG CABIN PWA,Craig,Middle Neosho,11070205,2nd Congressional District,OK,6,MAP
40000404001,BIG CABIN WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0031577,Individual Permit,BIG CABIN PWA,Craig,Middle Neosho,11070205,2nd Congressional District,OK,6,MAP
40000405001,BLUEJACKET WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BLUEJACKET PWA,Craig,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000406001,VINITA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0037788,Individual Permit,"VINITA, CITY OF",Craig,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000407001,WELCH WWT,Spray Irrigation,Y,60,,,Secondary,N,,,,,Y,60,,,Secondary,N,,,,,,,TOWN OF WELCH,Craig,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000407001,WELCH WWT,Evaporation,Y,40,,,Secondary,N,,,,,Y,40,,,Secondary,N,,,,,,,TOWN OF WELCH,Craig,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
