PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,CATEGORY
180,Plant capacity fact. percent of capacity,12096,A,90,,Y,,Toxic Organics
50043,Plant intake as % of stream flow,12097,A,16,,Y,,Flow
31751,"Plate count, total 35 deg. C, 24 hour",12098,A,22,,Y,,Toxic Organics
1171,"Platinum, total [as Pt]",12099,A,59,,Y,2,Metals
45597,Tetraethyl lead as alkyl lead,12100,A,59,,Y,,Toxic Organics
195,Plume surface area,12101,A,144,,Y,,Toxic Organics
84367,Pollutant table from 503.13,12102,A,28,,N,,Toxic Organics
19500,Total polonium,12103,A,59,,Y,2,Toxic Organics
19501,Polonium 210,12104,A,58,,Y,2,Toxic Organics
78735,Octylphenoxy polyethoxyethanol,12105,A,59,,Y,2,pH
82541,Polyacrylamide chloride,12106,A,59,,Y,2,Toxic Organics
84110,Pond observation,12107,A,148,,N,,Toxic Organics
74002,Population served,12108,A,157,,Y,,Toxic Organics
962,Potassium chloride in drilling fluids,12109,A,59,,Y,,Other
51110,"Potassium, total [K2O], [water]",12110,A,59,,Y,,Nutrients
51098,"Potassium, total [K2O], [sludge]",12110,A,31,,Y,,Nutrients
51779,Potassium oxide,12110,A,59,N,Y,1,Nutrients
1296,"Potassium, pct exchange",12111,A,16,,Y,1,Nutrients
74008,Power plant load in megawatts,12112,A,3,,Y,,Toxic Organics
193,"Precipitation, total defined period/in",12113,A,105,,Y,,Toxic Organics
79777,Precipitation volume,12114,A,69,,Y,,Toxic Organics
51716,Precipitation volume,12114,A,121,N,Y,,Toxic Organics
78887,"Precipitation, monthly accumulation",12115,A,69,,Y,,Toxic Organics
1266,Pressure as pertaining to wells,12116,A,93,,Y,,Toxic Organics
78722,Pressure difference,12117,A,17,,Y,,Toxic Organics
50057,Pressure in annulus of waste inject well,12118,A,94,,Y,,Toxic Organics
82224,"Pressure, bottom-at well bottom",12119,A,93,,Y,,Toxic Organics
52140,"Pressure, casing",12120,A,17,,Y,,Toxic Organics
51127,Priority pollutant chemical specific,12121,A,55,,N,,Toxic Organics
49156,"Well fluids, priority pollutants disch",12121,A,55,,N,,Toxic Organics
50008,Priority Pollutants,12121,A,59,,Y,2,Toxic Organics
51168,Priority pollutants scan [yes/no],12122,A,156,,N,,Toxic Organics
1273,Total acid priority pollutants,12123,A,59,,Y,2,pH
1274,Total base/neutral priority pollutants,12124,A,59,,Y,2,Toxic Organics
46397,Process to further reduce pathogens,12125,A,55,,N,,Pathogens
46396,Process to significntly reduce pathogens,12126,A,55,,N,,Pathogens
82601,"Produced sand, free oil",12127,A,42,,Y,,Non-dissolved Solids
82602,"Produced sand, weight",12128,A,59,,Y,,Non-dissolved Solids
4249,Produced water toxicity 7 day noec,12129,A,59,,Y,,Total Toxics
51185,"Produced water, TDS",12130,A,59,,Y,,Dissolved Solids
82600,"Produced water, flow",12131,A,65,,Y,,Flow
79834,"Produced water, free oil",12132,A,42,,Y,,FOG
4243,"Produced water, toxicity",12133,A,55,,N,,Total Toxics
51182,Production divided by days operated mo.,12134,A,57,,Y,,Toxic Organics
3609,"Production, seafood effluent",12135,A,57,,Y,,Other
168,"Production, total, megawatts",12136,A,72,,Y,,Toxic Organics
51001,Isobutyraldehyde,12137,A,59,,Y,2,Toxic Organics
85815,Aldicarb sulfoxide,12138,A,59,,Y,2,Toxic Organics
85816,Aldicarb sulfone,12139,A,59,,Y,2,Toxic Organics
39053,Aldicarb,12140,A,59,,Y,2,Toxic Organics
49564,Devrinol [Napropamide],12141,A,59,,Y,2,Dissolved Oxygen
39037,Propanil,12142,A,59,,Y,2,Toxic Organics
50021,"Tripropyl orthoformate, total",12143,A,59,,Y,,Toxic Organics
77443,"1,2,3-Trichloropropane",12144,A,59,,Y,2,Toxic Organics
77173,"1,3-Dichloropropane",12145,A,59,,Y,2,Toxic Organics
51047,1-Ethoxy-2-methylpropane,12146,A,59,,Y,2,Toxic Organics
77117,Isopropyl ether,12147,A,59,,Y,2,Toxic Organics
81577,Diisopropyl ether,12147,A,59,,Y,2,Toxic Organics
34275,Bis[2-chloro-1-methylethyl] ether,12148,A,59,,Y,,Toxic Organics
73522,"2,2'-Oxybis[1-Chloropropane]",12148,A,59,N,Y,2,Toxic Organics
34283,Bis[2-chloroisopropyl] ether,12149,A,59,,Y,2,Toxic Organics
46366,"2,2-Dichloropropane",12150,A,59,,Y,2,Toxic Organics
51070,"2,2-Dimethoxypropane",12151,A,59,,Y,,Toxic Organics
81610,Trichloropropane,12152,A,59,,Y,,Toxic Organics
45100,Propanediol,12153,A,59,,Y,,Toxic Organics
4041,Cyanazine,12154,A,59,,Y,2,Toxic Organics
82696,"Cyanazine, total recoverable",12154,A,78,,Y,,Toxic Organics
38432,Dalapon,12155,A,59,,Y,,Dissolved Oxygen
3614,"2,4,5-Trichlorophenoxypropionic acid",12156,A,59,,Y,2,Toxic Organics
39760,Silvex,12156,A,59,,Y,2,Toxic Organics
79732,"2,4,5-TP",12156,A,59,,Y,2,Toxic Organics
155,Isooctyl silvex,12157,A,59,,Y,2,Toxic Organics
39045,"2,4,5-TP[silvex] acids/salts, whole water sample",12158,A,59,,Y,2,Toxic Organics
30193,MCPP,12159,A,59,,Y,,Toxic Organics
61164,"Protein, crop crude %",12160,A,16,,Y,,Toxic Organics
85778,Pulp Production,12161,A,59,,Y,,Toxic Organics
51483,"Pulp, Purchased",12161,A,57,,Y,,Toxic Organics
72035,Pump hours,12162,A,134,,Y,,Toxic Organics
85775,Purchased paper,12163,A,59,,Y,,Toxic Organics
39930,Pyrethrins,12164,A,59,,Y,2,Toxic Organics
77086,3-Methylpyridine,12165,A,59,,Y,2,Toxic Organics
78206,N-Nitrosopyrrolidine,12166,A,59,,Y,2,Toxic Organics
79783,Quarternary ammonium compounds,12167,A,59,,Y,2,Nutrients
78156,N-Alkyldimethylbenzylammonium chloride,12168,A,59,,Y,2,Toxic Organics
78728,Alkyl dimethylbenzyl ammonium chloride,12168,A,59,,Y,2,Toxic Organics
77299,Quinoline,12169,A,59,,Y,2,Toxic Organics
52010,Ethoxyquin,12170,A,59,,Y,2,Toxic Organics
4279,"RCRA/CERCLA substances, 40 CFR 261 subp c",12171,A,59,,Y,,Toxic Organics
149,"Alpha emitting radium isotopes, dissolved",12172,A,9,,Y,,Metals
20501,"Radium 223, total",12173,A,112,,Y,,Toxic Organics
24501,"Radium 224, total",12174,A,112,,Y,,Toxic Organics
11506,Radium 224,12174,A,36,,Y,,Toxic Organics
11500,"Radium 226 & 228, dissolved",12175,A,9,,Y,,Toxic Organics
11503,"Radium 226 + radium 228, total",12175,A,112,,Y,2,Toxic Organics
135,Rainfall duration,12176,A,127,,Y,,Other
51407,Rainfall events,12177,A,140,,Y,,Other
71911,"Rare earth metals, total",12178,A,59,,Y,2,Metals
85777,Raw materials processed,12179,A,59,,Y,,Toxic Organics
81391,Recirculation flow,12180,A,65,,Y,,Flow
81005,"Recirculation, percent of plant flow",12181,A,16,,Y,,Flow
85539,Report due [yrmoda],12182,A,148,,N,,Toxic Organics
72022,Reservoir storage,12183,A,121,N,Y,,Toxic Organics
515,"Residue, tot fltrble [dried at 105 C]",12184,A,59,,Y,,Toxic Organics
547,"Residue, total non-settleable",12185,A,59,,Y,1,Toxic Organics
82212,"Resin acids, total",12186,A,59,,Y,2,pH
1242,"Rhenium, total",12187,A,59,,Y,,Toxic Organics
82067,"Rhodium, total",12188,A,59,,Y,2,Toxic Organics
1137,"Rubidium, total [as Rb]",12189,A,59,,Y,2,Toxic Organics
1336,Runoff-spray irrigation field to stream,12190,A,132,,Y,,Toxic Organics
82326,"Ruthenium, total",12191,A,59,,Y,,Toxic Organics
480,Salinity,12192,A,59,,Y,,Dissolved Solids
480PS,Salinity [PSU],12192,A,175,N,Y,,Dissolved Solids
71204,Salmonella,12193,A,99,,Y,,Toxic Organics
71202,Salmonella From Sediments,12193,A,99,,Y,,Non-dissolved Solids
82322,"Samarium, total [as Sm in water]",12194,A,59,,Y,2,Toxic Organics
49160,"Sanitary waste, BOD, 5-day",12195,A,59,,Y,,Organics
49164,"Sanitary waste, TSS",12196,A,59,,Y,,Non-dissolved Solids
45614,Sanitary waste discharged-assessmnt,12197,A,156,,N,,Toxic Organics
49187,"Sanitary waste, fecal coliform",12198,A,22,,Y,,Toxic Organics
82606,"Sanitary waste, flow",12199,A,65,,Y,,Flow
82605,"Sanitary waste, residual chlorine",12200,A,59,,Y,,Disinfectants
82607,"Sanitary waste, solids",12201,A,42,,Y,,Non-dissolved Solids
51121,"Seabed survey, industry wide",12202,A,55,,N,,Toxic Organics
51122,"Seabed survey, 1st suvey w/i 2 wks",12202,A,55,,N,,Toxic Organics
51123,"Seabed survey, 2ndsuvey w/i 1 yr",12202,A,55,,N,,Toxic Organics
4278,"Seafood production, effluent # day/mo",12203,A,134,,Y,,Other
81207,Seawater gel mud,12204,A,65,,Y,1,Toxic Organics
72048,Seawater in drilling fluids,12205,A,59,,Y,,Other
70316,Sediment sample [dry weight],12206,A,118,,Y,,Non-dissolved Solids
171,Septage discharged to treatment fac.,12207,A,121,,Y,,Toxic Organics
534,"Solids, Settleable, Net",12208,I,102,,Y,1,Non-dissolved Solids
545,"Solids, settleable",12208,A,10,,Y,1,Non-dissolved Solids
546,"Residue, settleable",12208,A,59,,Y,1,Toxic Organics
52160,"Sludge/Solids, depth",12208,A,105,N,Y,,Non-dissolved Solids
81402,Settleable solids percent removal,12209,A,16,Y,Y,1,Non-dissolved Solids
1265,Settling index as pertaining to wells,12210,A,59,,Y,,Toxic Organics
1142,"Silicon, total",12211,A,59,,Y,1,Toxic Organics
1523,"Silver, ionic",12212,A,59,,Y,2,Metals
49699,"Betz slimicide C-31, total",12213,A,59,,Y,,Toxic Organics
49700,"Betz slimicide C-74, total",12214,A,59,,Y,,Toxic Organics
1316,Sludge build-up in water,12215,A,106,,Y,1,Toxic Organics
84109,Sludge buildup visual,12216,A,148,,N,,Toxic Organics
51028,Sludge hydraulic loading,12217,A,142,,Y,,Toxic Organics
81014,"Sludge return rate, % of plant flow",12218,A,16,,Y,,Flow
82219,Sludge settleability 30 minute,12219,A,59,,Y,1,Toxic Organics
82222,Sludge volume daily into a well,12220,A,59,,Y,,Toxic Organics
165,Sludge volume index [SVI],12221,A,139,,N,,Toxic Organics
80991,Sludge waste from secondary clarifiers,12222,A,123,,Y,,Toxic Organics
70321,"Sludge weight, wet",12223,A,120,,Y,,Toxic Organics
173,"Sludge, rate of wasting",12225,A,57,,Y,1,Metals
931,Sodium adsorption ratio,12226,A,15,,Y,1,Dissolved Solids
38580,"Sodium, % exchangeable soil, total",12227,A,16,,Y,1,Dissolved Solids
61166,"Sodium, % total cations",12228,A,16,,Y,,Dissolved Solids
82375,Solids accumulation rate tot dry weight,12229,A,111,,Y,1,Non-dissolved Solids
525,"Solids, fixed dissolved",12230,A,59,,Y,1,Non-dissolved Solids
70302,"Solids, dissolved- tons",12231,A,118,,Y,,Non-dissolved Solids
520,"Solids, volatile dissolved",12232,A,59,,Y,1,Non-dissolved Solids
167,"Solids, dry, discharge to sol. handling sys.",12233,A,118,,Y,1,Non-dissolved Solids
169,"Solids, dry, incin.as%ofdrysol.fromtrmtplt",12234,A,16,,Y,1,Non-dissolved Solids
170,"Solids, dry, removed from sol. handling sys.",12235,A,118,,Y,1,Non-dissolved Solids
70319,"Solids, fixed, % of total solids",12236,A,16,,Y,,Non-dissolved Solids
70024,"Solids, large fraction, suspended",12237,A,65,,Y,,Non-dissolved Solids
78477,"Solids, sludge, total, dry weight",12238,A,118,,Y,1,Non-dissolved Solids
70025,"Solids, small fraction, suspended",12239,A,65,,Y,,Non-dissolved Solids
81011,"Solids, suspended percent removal",12240,A,90,Y,Y,1,Non-dissolved Solids
51014,"Solids, suspended percent removal, dry",12241,A,16,Y,Y,1,Non-dissolved Solids
51015,"Solids, suspended percent removal, wet",12242,A,16,Y,Y,1,Non-dissolved Solids
540,"Solids, fixed suspended",12243,A,59,,Y,1,Non-dissolved Solids
81013,"Residue, volatile nonfilterable",12244,A,59,,Y,1,Toxic Organics
535,"Solids, volatile suspended",12244,A,59,,Y,1,Non-dissolved Solids
52190,"Solids, total dissolved [inorganic]",12245,A,59,,Y,1,Non-dissolved Solids
3613,"Solids, total dissolved, total tons",12246,A,118,,Y,1,Non-dissolved Solids
85804,"Solids, total diss., percent by weight",12247,A,90,,Y,1,Non-dissolved Solids
82287,"Solids, total non- volatile, non-fixed",12248,A,78,,Y,1,Toxic Organics
51404,"Solids, total suspd. non-volatile",12249,A,59,,Y,1,Toxic Organics
70297,"Solids, total susp. per 1000 gallons",12250,A,59,,Y,1,Non-dissolved Solids
163,"Solids, total susp. per batch",12251,A,114,,Y,1,Non-dissolved Solids
141,"Solids, total susp per production",12252,A,104,,Y,1,Non-dissolved Solids
150,"Solids, total susp. per cfs of streamflw",12253,A,107,,Y,1,Non-dissolved Solids
52170,"Solids, total suspended, loading rate",12254,A,109,,Y,1,Non-dissolved Solids
81021,"Residue, total volatile",12255,A,59,,Y,1,Toxic Organics
505,"Solids, total volatile",12255,A,59,,Y,1,Non-dissolved Solids
157,"Solids, total volatile, percent removal",12256,A,16,Y,Y,1,Non-dissolved Solids
510,"Solids, total fixed",12257,A,59,,Y,1,Non-dissolved Solids
70318,"Solids, total, percent",12258,A,16,,Y,,Non-dissolved Solids
61553,"Solids, total, sludge, percent",12259,A,16,,Y,,Non-dissolved Solids
70322,"Solids, volatile % of total solids",12260,A,16,,Y,1,Non-dissolved Solids
70324,"Solids, volatile susp., in mixed liquor",12261,A,59,,Y,1,Non-dissolved Solids
81009,"Solids, volatile suspended, % removal",12262,A,16,Y,Y,1,Non-dissolved Solids
95,Specific conductance,12263,A,89,,Y,,Dissolved Solids
51907,Specific conductance [umho/cm],12263,A,6,N,Y,,Dissolved Solids
82205,Specific gravity,12264,A,79,,Y,,Toxic Organics
51030,Spectrus CT 1300,12265,A,59,,Y,,Toxic Organics
51006,Spinosad [DE-105],12266,A,59,,Y,,Dissolved Oxygen
80996,Spray irrigation,12267,A,51,,Y,,Toxic Organics
51564,Spray to Rest Ratio,12267,A,86,N,Y,,Toxic Organics
82216,"Spray irrigation, application rate",12268,A,95,,Y,,pH
3824,Tributyltin,12269,A,59,,Y,2,Toxic Organics
51515,"Tributyltin, Total Recoverable",12269,A,59,N,Y,2,Toxic Organics
5151A,"Tributyltin, total recoverable",12269,A,17,N,Y,2,Toxic Organics
32261,Starch in drilling fluids,12270,A,59,,Y,,Other
85772,Stickwater discharge,12271,A,65,,Y,,Toxic Organics
3607,"Stickwater, effluent percent recycled",12272,A,60,,Y,,Toxic Organics
3608,"Stickwater, effluent volume recycled",12273,A,121,,Y,,Toxic Organics
51114,"Stock base fluid, PAH",12274,A,15,,Y,,Toxic Organics
51116,"Stock base fluid, biodegredation rate",12275,A,15,,Y,,Toxic Organics
51115,"Stock base fluid, sediment toxicity",12276,A,15,,Y,,Non-dissolved Solids
81395,Storm water flow,12277,A,65,,Y,,Flow
1351,Stream flow [severity],12278,A,50,,Y,,Flow
74069,"Stream flow, estimated",12279,I,66,,Y,,Flow
61,"Stream flow, instantaneous",12280,I,66,,Y,,Flow
60,Streamflow,12281,A,66,,Y,,Flow
34782,Stream stage,12282,A,105,,Y,,Toxic Organics
65,"Stage, stream",12282,A,105,,Y,,Toxic Organics
55,Stream velocity,12283,A,98,,Y,,Toxic Organics
51899,Stream Velocity,12283,A,177,N,N,,Toxic Organics
1080,"Strontium, dissolved",12284,A,59,,Y,2,Toxic Organics
1082,"Strontium, total [as Sr]",12284,A,59,,Y,2,Toxic Organics
1084,"Strontium, total recoverable, ug/L",12284,A,59,,Y,,Toxic Organics
13501,"Strontium 90, total",12285,A,9,,Y,,Toxic Organics
13503,"Strontium 90, dissolved",12285,A,9,N,Y,,Toxic Organics
51202,Sulfide-hydrogen sulfide [undissociated],12286,A,59,,Y,,Toxic Inorganics
740,Sulfite [as SO3],12287,A,59,,Y,1,Toxic Organics
741,Sulfite [as S],12287,A,59,,Y,1,Toxic Organics
760,"Sulfite waste liquor, Pearl Benson index",12287,A,59,,Y,1,Toxic Organics
85785,Sulfite pulp,12288,A,59,,Y,,Toxic Organics
81795,"Sulfur dioxide, total",12289,A,59,,Y,1,Toxic Organics
82389,"Sodium sulfate, total",12290,A,59,,Y,1,Dissolved Solids
960,Barite in drilling fluids,12291,A,59,,Y,,Other
82065,Propargite,12292,A,59,,Y,1,Toxic Organics
4370,"Sum BOD and ammonia, water",12293,A,59,,Y,1,Nutrients
51112,"Surface area, square feet",12294,A,54,,Y,,Toxic Organics
51,Surface area,12294,A,54,,Y,,Toxic Organics
50997,Surface loading rate,12295,A,53,,Y,,Toxic Organics
34790,"Surfactants, as CTAS, effluent",12296,A,59,,Y,1,Toxic Organics
61730,Inorganic suspended solids,12297,A,59,,Y,,Non-dissolved Solids
79775,"Suspended solids, total annual",12298,A,59,,Y,1,Non-dissolved Solids
79774,"Suspended solids, total discharge",12299,A,118,,Y,1,Non-dissolved Solids
51075,Syltherm,12300,A,59,,Y,,Toxic Organics
32240,Tannin and lignin,12364,A,59,,Y,2,Toxic Organics
963,Lignite in drilling fluids,12365,A,59,,Y,,Other
1331,Taste [severity],12366,A,132,,Y,,Toxic Organics
71260,"Taxa, total number",12367,A,131,,Y,,Toxic Organics
22100,"Technetium 99, total [14]",12368,A,9,,Y,,Toxic Organics
52230,Technetium-99,12368,A,9,,Y,,Toxic Organics
1064,"Tellurium, total",12370,A,59,,Y,2,Toxic Organics
61576,Temp. diff. between intake and discharge,12371,A,76,,Y,,Temperature
61577,Temp. diff. between intake and discharge,12371,A,71,,Y,,Temperature
16,Temp. diff. between samp. & upstrm deg. C,12372,A,2,,Y,,Temperature
18,Temp. diff. between samp. & upstrm deg. F,12373,A,8,,Y,,Temperature
3772,Temp. diff. between up/down stream deg. F,12374,A,8,,Y,,Dissolved Oxygen
70013,"Temp. difference, summer [deg. F]",12375,A,8,,Y,,Temperature
70014,"Temp. difference, winter [deg. F]",12376,A,8,,Y,,Temperature
81389,"Temp. difference, summer [deg. C]",12377,A,2,,Y,,Temperature
81390,"Temp. difference, winter [deg. C]",12378,A,2,,Y,,Temperature
136,Temperature of sample upon arrival at lab,12379,A,2,,Y,,Temperature
82234,Temperature rate of change deg. C/hr,12380,A,130,,Y,,Temperature
74029,Temperature rate of change deg. F/hour,12381,A,147,,Y,,Temperature
45599,"Temperature rise, length of excursion",12382,A,125,,Y,,Temperature
20,"Temperature, air [degrees Centigrade]",12383,A,70,,Y,,Temperature
21,"Temperature, air [degrees Fahrenheit]",12384,A,75,,Y,,Temperature
74013,Calculated limit,12385,A,149,,Y,,Toxic Organics
45600,"Temperature, length of excursion",12386,A,127,,Y,,Temperature
74025,"Temperature, summer [deg. C]",12387,A,2,,Y,,Temperature
74027,"Temperature, summer [deg. F]",12388,A,8,,Y,,Temperature
11,"Temperature, water deg. fahrenheit",12389,A,76,,Y,,Temperature
51543,Temperature Increase Deg. F,12389,A,8,,Y,,Temperature
74026,"Temperature, winter [deg. C]",12390,A,2,,Y,,Temperature
74028,"Temperature, winter [deg. F]",12391,A,8,,Y,,Temperature
51031,Terpineol,12392,A,59,,Y,,Toxic Organics
81879,Tetrachlorobiphenyl,12393,A,59,N,Y,2,Toxic Organics
77691,n-Tetradecane,12394,A,59,,Y,,Toxic Organics
4383,Thermal efficiency,12398,A,16,,Y,,Temperature
82195,Thiocarbamates,12399,A,59,,Y,2,Toxic Organics
730,Thiocyanate [as SCN],12400,A,59,,Y,2,Toxic Organics
51108,TCMTB,12401,A,59,,Y,2,Toxic Organics
39793,Chloroethylenebisthiocyanate,12402,A,59,,Y,2,Toxic Organics
45268,Methylenebisthiocyanate,12403,A,59,,Y,2,Toxic Organics
82201,Sulfotepp,12404,A,59,,Y,2,Toxic Organics
51384,Aspon,12405,A,59,,Y,,Toxic Organics
81317,Thiosulfate ion[2-],12406,A,59,,Y,2,Toxic Organics
26501,Thorium 230,12407,A,9,,Y,,Metals
51056,"Threatened & endangered species, presence",12408,A,55,,N,,Toxic Organics
84381,Tidal stage,12409,A,159,,N,,Other
67,Tide stage,12409,A,105,,Y,,Toxic Organics
79781,Time each pumping rate utilized,12410,A,125,,Y,,Toxic Organics
61216,Time of bromine addition,12411,A,126,,Y,,Toxic Organics
61217,Time of ferrous sulfate addition,12412,A,126,,Y,,Dissolved Solids
82074,"Time, ending [hhmm using 24-hour clock]",12413,A,14,,N,,Toxic Organics
82073,"Time, starting [hhmmusing 24-hour clock]",12414,A,14,,N,,Toxic Organics
51893,Time Dewatering Began,12414,A,14,N,N,,Other
51895,Time Storm Event Began,12414,A,14,N,N,,Other
74009,Torq trim it in drilling fluids,12415,A,59,,Y,,Other
4223,Total residual ooxidant-discharge time,12416,A,51,,Y,,Toxic Organics
1277,Total agg concentration #1,12417,A,59,,Y,,Toxic Organics
1278,Total agg concentration #2,12418,A,59,,Y,,Toxic Organics
1279,Total agg concentration #3,12419,A,59,,Y,,Toxic Organics
1276,Total agg concentration #4,12420,A,59,,Y,,Toxic Organics
1280,Total agg concentration #5,12421,A,59,,Y,,Toxic Organics
1281,Total agg concentration #6,12422,A,59,,Y,,Toxic Organics
1282,Total agg concentration #7,12423,A,59,,Y,,Toxic Organics
1283,Total agg concentration #8,12424,A,59,,Y,,Toxic Organics
46570,"Hardness, Ca Mg Calculated [mg/L as CaCO3]",12425,A,59,,Y,,pH
900,"Hardness, total [as CaCO3]",12425,A,59,,Y,1,pH
78240,"Metals, total",12426,A,59,,Y,2,Metals
61210,"Fats, oils & grease [total o & g less TPH]",12427,A,59,,Y,,FOG
52290,Total Petroleum Hydrocarbons - Diesel,12428,A,59,N,Y,1,Toxic Organics
50248,Total production - days,12429,A,134,,Y,,Toxic Organics
145,Total production - mass,12429,A,63,,Y,,Toxic Organics
51576,Compliance With Best Management Practices,12429,A,148,N,N,,Toxic Organics
51577,Priority Pollutant Results,12429,A,156,N,N,,Toxic Organics
51732,Total Production - volume,12429,A,65,N,Y,,Toxic Organics
51921,Can Production,12429,A,180,N,Y,,Toxic Organics
51875,Total Production - area,12429,A,171,N,Y,,Toxic Organics
82237,Total susp. solids- lb/cu ft process,12430,A,59,,Y,1,Non-dissolved Solids
52310,Total water accumulations,12431,A,32,,Y,,Toxic Organics
46390,Toxicity characteristic leaching procedure,12432,A,55,,N,,Total Toxics
3599,"Toxicity, choice of species",12435,A,153,,Y,,Total Toxics
61406,"Toxicity, final conc toxicity units",12437,A,49,,Y,,Total Toxics
3811,"Toxicity, salmo acute",12440,A,153,,Y,,Total Toxics
3812,"Toxicity, salmo chronic",12441,A,153,,Y,,Total Toxics
3601,"Toxicity, sand dollar",12442,A,153,,Y,,Non-dissolved Solids
3600,"Toxicity, trout",12443,A,153,,Y,,Total Toxics
3593,"Toxics, percent removal",12444,A,16,Y,Y,2,Toxic Organics
51051,"Tin, tri-organo-",12445,A,59,,Y,2,Toxic Organics
7000,"Tritium, total",12446,I,9,,Y,,Toxic Organics
82126,"Tritium, total",12446,A,9,,Y,,Toxic Organics
7001,"Tritium, total counting error [pc/L]",12447,A,9,,Y,,Metals
7020,"Tritium, total net increase H-3 units",12448,A,9,,Y,,Toxic Organics
1350,Turbidity [severity],12449,A,133,,Y,,Color
52340,"Turbidity, change",12450,A,30,,N,,Color
75,"Turbidity, hellige [silicon dioxide]",12451,A,59,,Y,,Color
52350,"Turbidity, increase over background",12452,A,30,,N,,Color
82235,"Turbidity, % increas over intake",12453,A,16,,Y,,Color
61736,"Turbidity, time above limit",12454,A,125,,Y,,Color
74,"Turbidity, transmissometer, %",12455,A,16,,Y,,Color
61938,Ultraviolet light dosage,12456,A,38,,Y,,Dissolved Oxygen
49607,Ultraviolet light intensity,12457,A,34,,Y,,Toxic Organics
51043,Ultraviolet light transmittance,12458,A,68,,Y,1,Toxic Organics
49029,Unit boundary to property line distance,12459,A,32,,Y,,Toxic Organics
22622,"Uranium 235, total",12460,A,9,,Y,,Metals
22612,"Uranium 235, Dry Weight",12460,A,36,,Y,2,Metals
4196,"U-236, total wtr",12461,A,9,,Y,,Toxic Organics
989,Uranyl-ion,12462,A,59,,Y,2,Toxic Organics
39650,Diuron,12463,A,59,,Y,2,Toxic Organics
51148,Linuron,12464,A,59,,Y,2,Toxic Organics
38477,Linuron,12464,A,59,,Y,,Toxic Organics
82666,"Linuron, total recoverable",12464,A,78,,Y,,Toxic Organics
38511,Monuron,12465,A,59,,Y,,Toxic Organics
79752,"N,N'-Diethylcarbanilide",12466,A,59,,Y,2,Toxic Organics
38810,Fluometuron,12467,A,59,,Y,,Toxic Organics
38467,Fenuron,12468,A,59,,Y,,Toxic Organics
38547,Siduron,12469,A,59,,Y,,Toxic Organics
51160,Tebuthiuron,12470,A,59,,Y,2,Toxic Organics
82670,"Tebuthiuron, total recoverable",12470,A,78,,Y,,Toxic Organics
38521,Neburon,12471,A,59,,Y,,Toxic Organics
49890,"Tetramethylurea, total",12472,A,59,,Y,,Toxic Organics
84370,Vector attraction reduction alternative used,12473,A,29,,N,,Toxic Organics
83512,Vegetative cover,12474,A,16,,Y,1,Toxic Organics
81380,Velocity of discharge,12475,A,24,,Y,,Toxic Organics
85663,Velocity of intake,12476,A,98,,Y,,Toxic Organics
3820,Human enteric virus,12477,A,22,,Y,,Pathogens
81401,Enteric viruses,12477,A,22,,Y,,Pathogens
51498,Enteric Viruses,12477,A,26,,Y,,Pathogens
51601,"Enteric viruses, sludge, dry weight",12477,A,160,N,Y,,Pathogens
475,Viscosity,12478,A,82,,Y,,Toxic Organics
78732,"Volatile compounds, [GC/MS]",12479,A,59,,Y,2,Toxic Organics
82558,Volatile halogenated hydrocarbons,12480,A,59,,Y,2,Toxic Organics
82635,"Volatile halogenated organics [VHO], tot",12481,A,59,,Y,2,Organics
1275,Total volatile priority pollutants,12482,A,59,,Y,2,Toxic Organics
52380,"Volume, daily",12483,A,68,,Y,,Toxic Organics
52370,Volume,12484,A,65,,Y,,Toxic Organics
51735,"Volume, total",12484,A,121,N,Y,,Toxic Organics
50081,WLA BOD-5 day value,12485,A,59,,Y,1,Organics
49166,"WWT drill fluid/cutting, haz metal disch",12486,A,55,,N,,Metals
49165,"WWT drill fluids/cuttings, COD",12487,A,59,,Y,,Organics
49153,"WWT drill fluids/cuttings, TDS",12488,A,59,,Y,,Dissolved Solids
49163,"WWT drill fluids/cuttings, TSS",12489,A,59,,Y,,Non-dissolved Solids
49168,"WWT drill fluids/cuttings, chlorides",12490,A,59,,Y,,Dissolved Solids
49167,"WWT drill fluids/cuttings, chromium",12491,A,59,,Y,,Metals
49161,"WWT drill fluids/cuttings, pH",12492,A,7,,N,,Metals
49155,"WWT drill fluids/cuttings, zinc",12493,A,59,,Y,,Metals
179,Waste heat rejection rate,12494,A,72,,Y,,Toxic Organics
49159,WWT drill fluids/cuttings free oil,12495,A,42,,Y,,Metals
49154,"WWT drill fluids/cuttings, oil & grease",12496,A,59,,Y,,Metals
52360,Volume of injected wastewater,12497,A,41,,Y,,Toxic Organics
51172,Water backwash,12498,A,135,,Y,,Toxic Organics
85327,Water level at sample collection time,12499,A,105,,Y,,Other
51898,Stream Level,12499,A,176,N,N,,Other
82545,Water level relative to mean sea level,12500,A,105,,Y,,Other
51171,Water softener backwash,12501,A,126,,Y,,Toxic Organics
77,"Transparency, secchi disc",12502,A,105,,Y,,Toxic Organics
82391,Water treatment additives,12503,A,59,,Y,,Other
51558,Water Treatment Additives Presence,12503,A,55,N,N,,Other
51804,Nalco 3D TRASAR 3DT289,12503,A,59,N,Y,,Toxic Organics
